left_elbow_angle,right_elbow_angle,left_shoulder_angle,right_shoulder_angle,left_knee_angle,right_knee_angle,left_hip_angle,right_hip_angle,left_ankle_angle,right_ankle_angle,palm_distance,ankle_distance,hip_head_vector,label
178.20847312101952,155.19723400471318,177.78465856119942,171.62274514209656,178.45874208048005,173.5732049395609,80.88103229742192,70.79579534992124,169.19352644563475,163.96279391002554,78.31433293847853,44.20444844814928,[ 5.67087099e-01  8.23657829e-01 -5.15075127e-05],downdog
160.59178303911492,168.3609770733259,179.83502245468307,175.63656171345212,142.8203270429796,149.44585797690934,57.22710844076351,61.69233111366875,153.48697069953332,156.93845195629024,34.65775921789119,17.69460058211269,[-5.22986338e-01  8.52341055e-01 -1.26973336e-04],downdog
164.29084656939162,172.6149392559391,161.99068618613512,168.7843848135549,171.63749845040252,172.81029366889817,88.96811978909562,85.41920742113443,155.32956704695772,167.9095389781063,81.93968977352235,35.35655038139529,[-5.28842540e-01  8.48719943e-01 -1.59201385e-04],downdog
171.0603337931514,176.83298274275108,146.02944029177462,154.91047483176828,174.1644317445978,177.93330361637825,104.00584940662505,102.04721263222878,168.91406947693838,173.02119244870983,40.61076200032459,23.347664753530218,[-7.14321586e-01  6.99817594e-01  8.35249193e-05],downdog
164.76605645545672,167.56886056472692,157.41831488420308,166.41226774661683,170.19874814822677,171.59331536015958,85.66362142030242,80.47580591150252,152.6119931736679,151.25864542353506,26.40639798305049,12.089209881421613,[-5.30811993e-01  8.47489602e-01 -5.61706000e-05],downdog
156.50611228139468,164.7901703734847,169.4519629255598,164.3564976374797,176.90587268646104,175.139236298732,82.917517350075,79.68458610219871,163.42557434058918,169.07428978945762,37.12668634423018,16.28517746361707,[-4.74977849e-01  8.79997720e-01 -2.35745762e-04],downdog
175.3560087883835,164.70447350778971,170.35276308637145,177.90719669324812,179.94924489710056,179.57518232354545,87.55251171682742,86.74139493451246,169.4909897047201,172.53461544239718,30.08460645992055,23.324722529554066,[5.24888703e-01 8.51170870e-01 4.80513355e-06],downdog
163.93515814891097,170.33640177546297,165.2710636355692,165.78668211356933,173.26561413428794,175.00916496794392,74.80474895775748,75.29798045138696,168.29938322326385,165.85112980982055,52.49919248220685,35.00128338079061,[5.53677603e-01 8.32731115e-01 3.04279086e-05],downdog
178.20847312101952,155.19723400471318,177.78465856119942,171.62274514209656,178.45874208048005,173.5732049395609,80.88103229742192,70.79579534992124,169.19352644563475,163.96279391002554,78.31433293847853,44.20444844814928,[ 5.67087099e-01  8.23657829e-01 -5.15075127e-05],downdog
160.59178303911492,168.3609770733259,179.83502245468307,175.63656171345212,142.8203270429796,149.44585797690934,57.22710844076351,61.69233111366875,153.48697069953332,156.93845195629024,34.65775921789119,17.69460058211269,[-5.22986338e-01  8.52341055e-01 -1.26973336e-04],downdog
178.7808071916986,176.48948533084632,178.80127108443662,179.5412516656874,178.93794306303238,177.54573092555432,63.843262449938486,62.92903303456532,152.99157213460518,164.26979728367112,67.97927618655551,44.554727577934464,[-4.86485672e-01  8.73688554e-01 -2.05605722e-05],downdog
163.47635344372102,165.9142947771781,178.66063967762173,175.6697089888044,176.36621730437264,179.44957488692765,71.30435779602296,68.70027582434652,155.15674902206038,167.17567423611325,33.544513254159824,15.81434752400706,[-3.64574454e-01  9.31174241e-01 -6.29153361e-06],downdog
165.48621398526868,164.6153626588055,161.04602541111367,160.6708736144291,179.5118878821615,178.71981776261453,74.63214656672075,72.36183087736893,165.38306242242575,163.30797354697629,82.86212301870457,56.939658561281966,[ 4.01861656e-01  9.15700388e-01 -8.99888002e-05],downdog
163.92753515341616,164.56108344577308,158.63223462773044,163.7316939508137,87.38250969141424,93.16893148659314,57.86918759177993,60.93656321344375,144.05224469958176,138.5086766132519,40.05124250158017,54.121084872584134,[ 8.15312588e-01  5.79020950e-01 -3.49984450e-04],downdog
172.0050007580046,170.04673972104644,173.25573660587722,178.21685703974862,165.4942639762891,164.91585881437402,66.89477105305353,69.65546549947027,159.06139710074672,162.112652787432,42.1920268497398,19.211624076472603,[-5.27450976e-01  8.49585465e-01  6.95341183e-05],downdog
154.45493821801927,155.2310875531332,175.02296535660236,177.7864879394864,179.75979157753338,177.50759987831134,79.94081674299944,79.52381288409912,167.99377023375862,172.77010462066727,49.04262272333525,27.205050118672037,[-5.16281078e-01  8.56419200e-01 -4.77200533e-05],downdog
122.70390895761324,130.09288479208652,106.01113196736273,127.12199455350523,147.9075597821199,150.76954950607924,52.827346956541604,58.003253160915385,143.8938910310532,157.8671742309172,100.62455161255433,49.061042247698715,[ 5.94433354e-01  8.04144614e-01 -6.53331002e-04],downdog
164.49760384769115,171.69826880410577,170.20665108001012,165.32488527401284,171.79196635569127,175.3745104584148,65.44478496928643,65.60252176907457,169.29529364584857,175.64010831702973,36.36087590693995,21.09608024471298,[-3.26965656e-01  9.45036218e-01 -8.49587349e-05],downdog
161.3406003638855,158.87650440877874,177.0558263300011,173.12532147079753,174.14979589341,172.87491455417296,74.17814479529336,71.3784854337568,160.3240092060231,156.61447610008506,9.437266606332088,13.418686365418262,[ 5.13691876e-01  8.57974730e-01 -1.38254328e-04],downdog
167.59634845326724,159.96815744434187,167.9025045036485,176.6025694954811,178.72258414449908,176.73431603250356,79.3816743805151,77.4711933123228,153.12268430846925,161.09917551764102,4.480026787528847,4.006236382363647,[ 3.96250845e-01  9.18142201e-01 -4.07892454e-04],downdog
173.49423127577785,170.64612822298224,74.68614601096753,70.18171162791693,71.10430257041659,78.1315233007566,105.34368668293621,109.59549083170576,166.54250330228462,161.90482498481794,20.030072492456586,20.227217997104702,[-9.99468744e-01 -3.25913721e-02 -1.78154258e-04],downdog
154.8783438055392,159.06640892288712,179.88096640406476,174.80390177886554,172.7844200243087,175.0789153753297,81.17375505153008,79.64650890597495,157.40267931239006,165.76801174982168,24.709615332858558,21.96177124456345,[-4.36045811e-01  8.99924333e-01 -4.96254957e-04],downdog
173.3136491691575,173.60090875750873,170.4205254051715,172.35775383648976,169.58057722851822,171.5219550082311,67.22235292684623,67.33679791431138,169.08583605290875,160.49329698494597,41.23306318105422,25.55537563014355,[ 4.75616836e-01  8.79652544e-01 -1.65139165e-04],downdog
164.56794001684304,168.19970548588006,170.44813547189085,172.75858643951665,172.54371816544273,173.44345985901538,66.52525393886226,66.64013293938622,168.12613699455827,173.28032107824654,38.01467270908294,16.403227734779332,[-4.97277933e-01  8.67591287e-01  1.29777884e-04],downdog
168.481619973761,173.70843011224622,165.75670044671745,168.1257403011174,179.84821964532205,177.70040393067677,85.46965820444946,84.51994604063904,169.18477443596908,176.1812846333076,29.733941359550204,28.601674603517647,[-6.10623027e-01  7.91921410e-01  2.58777418e-06],downdog
156.99713550842606,158.91269041021454,142.558399737166,149.22589902771162,168.40098167132268,175.4167625351225,101.96854099268108,99.96380251100963,147.76417954303741,136.8226789679667,1.4260687549697109,10.631804114630546,[8.35705375e-01 5.49177818e-01 5.00141584e-04],downdog
169.21726790922781,170.189286103885,164.36652800677334,165.05485539437456,178.323719198509,179.4570378012605,89.88947308171824,90.42599952516771,166.23660018045192,177.60580174796036,17.207860644725315,15.558089415871642,[-7.07106779e-01  7.07106779e-01 -7.53590661e-05],downdog
168.44096565176116,165.50940383956518,159.18919530193068,155.20742916097646,174.4504210026197,174.43365633760845,88.6617956358028,87.6303191918194,176.4363488353442,171.41152568479652,83.86958924818582,34.88635202930103,[ 6.21081638e-01  7.83745876e-01 -3.66728409e-05],downdog
161.3406003638855,158.87650440877874,177.0558263300011,173.12532147079753,174.14979589341,172.87491455417296,74.17814479529336,71.3784854337568,160.3240092060231,156.61447610008506,9.437266606332088,13.418686365418262,[ 5.13691876e-01  8.57974730e-01 -1.38254328e-04],downdog
165.6287551599793,171.61654418878962,178.42332775036854,172.91747628678283,178.20797201170566,179.864646388003,70.9074007381017,72.72104382963451,161.93345612889775,165.9636283846096,22.56430436638609,12.808983277627098,[-4.45714766e-01  8.95175035e-01  6.30558734e-05],downdog
164.49760384769115,171.69826880410577,170.20665108001012,165.32488527401284,171.79196635569127,175.3745104584148,65.44478496928643,65.60252176907457,169.29529364584857,175.64010831702973,36.36087590693995,21.09608024471298,[-3.26965656e-01  9.45036218e-01 -8.49587349e-05],downdog
173.3136491691575,173.60090875750873,170.4205254051715,172.35775383648976,169.58057722851822,171.5219550082311,67.22235292684623,67.33679791431138,169.08583605290875,160.49329698494597,41.23306318105422,25.55537563014355,[ 4.75616836e-01  8.79652544e-01 -1.65139165e-04],downdog
165.95727196881137,164.1652094809424,136.89797599122292,136.19973368830387,179.4707977893433,179.05110284826068,86.03382332079201,84.57642970748019,162.58473321433186,167.86741471936622,15.254182427938185,9.238160971741232,[-6.94292164e-01  7.19693097e-01 -4.86997229e-04],downdog
160.7513900585603,156.54533293402054,166.8241405762617,164.24811149288945,178.6028133080347,179.37526418961434,79.50856338762549,78.69006636084613,164.29715005939337,171.43681286584314,16.286190140988047,5.012391379999801,[-5.46788876e-01  8.37270466e-01 -3.01670961e-04],downdog
172.5679983908695,171.6879266986079,67.31347576606818,66.30390003632517,177.0276052928125,178.9444543053399,172.5685150210627,174.26900946693095,155.71176579817032,154.16322054014947,22.208286799343124,13.043463461036351,[ 9.80741836e-01 -1.95308331e-01 -3.27470719e-04],downdog
168.8184683774342,165.97447472541478,171.90949777924354,172.64012780769409,175.94326146169774,177.13720881612798,66.87589500469228,68.08030499104377,158.21234632729053,169.91424521615988,43.60208429877757,22.474215807530584,[-3.48663193e-01  9.37248088e-01  1.70772842e-05],downdog
179.78507312187318,169.27842869992426,162.0393790925091,153.04468338942317,173.3664053254,175.6161128183009,88.3260103780859,82.35843167816975,176.62527785033504,161.19349932486156,91.21465121305565,44.777933425691224,[ 6.89694215e-01  7.24100729e-01 -1.53498025e-04],downdog
174.08741377859764,177.110223741584,178.06509200474773,175.95652160383858,170.82984967622153,172.69040590669238,71.48332706650498,72.6614867111263,168.17471580398131,173.01914320377136,45.34459438203106,29.20734621082633,[-6.21736492e-01  7.83226490e-01 -2.89923164e-05],downdog
159.42401716999757,157.4304287381939,175.45608450207808,176.0822031669363,179.91072762336162,177.19855632878915,70.76172967593455,67.57116541266561,154.08436416689432,155.91525736846953,26.926857399233786,13.603313071571193,[ 3.39422624e-01  9.40633975e-01 -8.44130225e-05],downdog
175.89653184481773,165.71617974001106,149.82534699302337,23.952033390251106,174.15969367045722,175.97400043091702,109.3844687578485,106.8986277298062,156.2269730745007,169.2782889230101,282.85795765218086,69.01509800757549,[ 0.80456866  0.59384829 -0.00367148],downdog
177.33550816844277,173.55284250699356,166.38781637420232,160.32590221563808,159.97110994379966,156.94417257013606,91.55670336975392,87.75484908354746,167.1531271555398,172.75514415415842,65.76580433142783,9.222310525124943,[ 6.61962316e-01  7.49537097e-01 -1.80168029e-04],downdog
169.6923931986174,167.50153836188454,174.1253283799456,175.82937653553387,178.8486840820573,179.10103269957023,71.48570876993287,75.59331637775222,172.01780475620322,178.9702933549044,20.617666210551427,15.622370604867216,[-3.86975468e-01  9.22089982e-01 -2.27923123e-04],downdog
179.91436545267865,168.29866455714296,172.27923303946991,153.9814761693437,167.21624804440702,178.22143065859657,77.5896876374439,153.8122771185596,155.91956424836133,145.01631238253003,53.01284049599272,604.2582867848625,[-0.3704274   0.92886067 -0.0011819 ],downdog
140.58868730054152,143.23894740494904,49.57393476253457,51.660912053087024,80.28995156082088,87.89529889186106,116.90950773647907,115.4205230791225,165.97130814043913,156.80140034063905,25.002318994946126,13.89558159811322,[-9.98726169e-01  5.04582907e-02  3.40961203e-05],downdog
166.88414706335044,153.48180688967267,171.25119308421333,166.92036593515854,173.8493036374304,175.56036081676555,68.84502646414452,72.5419868159294,166.4520355057021,179.48517056441085,31.14861271303445,26.252371399804396,[-4.79462795e-01  8.77562206e-01  4.80667569e-05],downdog
158.89472142933968,159.943939770587,177.10392468271363,179.54190335479996,163.62439195881055,119.03735101850279,67.66367318415551,49.957075910749,19.11016475792574,149.78126307891347,131.03258913828378,179.24732468329762,[-4.98389797e-01  8.66953019e-01 -2.69356195e-04],downdog
130.06405347220823,147.1086010562664,143.48762829943763,145.15242870542812,179.47026724190758,177.86127156755612,71.42858291341709,83.65971707611436,154.71721624265078,161.356867705271,30.25193913624475,8.0765272863415,[0.53818817 0.84282299 0.00170423],downdog
164.03539474247657,163.6588155175015,173.5541826579531,166.82828198916127,158.2109450491819,175.32297219148916,4.057800887618974,69.9836062627424,101.29845144442062,151.06634065831585,621.4990306307798,1250.4368043033694,[ 3.14617328e-01  9.49218591e-01 -6.28880500e-05],downdog
162.7221373697204,166.68255070644258,152.1832508745914,152.82260434478036,172.95332364171205,175.88040689687267,83.15121071340259,82.04364117752279,161.60407872910815,170.24281639047578,314.60645971789717,175.9320830161459,[-6.57615235e-01  7.53353969e-01  1.45679274e-05],downdog
156.9290671895256,160.95491239649925,168.1465620530924,163.86396594300845,159.74336754755433,171.82959101789487,25.863181287740694,77.37880775012343,172.84082117505142,156.10007933959758,22.67332706050809,340.2426059956638,[ 0.40715901  0.91335669 -0.00104469],downdog
164.94906175016217,159.84098118379092,173.04266791179637,169.9814715699572,169.28408314658608,169.91347259461213,76.9512839082515,74.25344933821262,167.75016621750245,157.1275338204374,36.67684760765429,21.95709923928625,[ 5.41245985e-01  8.40864298e-01 -1.24514694e-04],downdog
165.43748895311697,166.440850636263,164.2547003101418,162.783496250559,179.19483279167653,179.36254554873122,91.65218445154112,91.47055301246029,169.65386111207332,165.07876450257308,36.2511671379912,20.00313543520746,[ 5.34333653e-01  8.45273576e-01 -3.60000250e-04],downdog
130.06405347220823,147.1086010562664,143.48762829943763,145.15242870542812,179.47026724190758,177.86127156755612,71.42858291341709,83.65971707611436,154.71721624265078,161.356867705271,30.25193913624475,8.0765272863415,[0.53818817 0.84282299 0.00170423],downdog
158.89472142933968,159.943939770587,177.10392468271363,179.54190335479996,163.62439195881055,119.03735101850279,67.66367318415551,49.957075910749,19.11016475792574,149.78126307891347,131.03258913828378,179.24732468329762,[-4.98389797e-01  8.66953019e-01 -2.69356195e-04],downdog
164.03539474247657,163.6588155175015,173.5541826579531,166.82828198916127,158.2109450491819,175.32297219148916,4.057800887618974,69.9836062627424,101.29845144442062,151.06634065831585,621.4990306307798,1250.4368043033694,[ 3.14617328e-01  9.49218591e-01 -6.28880500e-05],downdog
166.88414706335044,153.48180688967267,171.25119308421333,166.92036593515854,173.8493036374304,175.56036081676555,68.84502646414452,72.5419868159294,166.4520355057021,179.48517056441085,31.14861271303445,26.252371399804396,[-4.79462795e-01  8.77562206e-01  4.80667569e-05],downdog
162.7221373697204,166.68255070644258,152.1832508745914,152.82260434478036,172.95332364171205,175.88040689687267,83.15121071340259,82.04364117752279,161.60407872910815,170.24281639047578,314.60645971789717,175.9320830161459,[-6.57615235e-01  7.53353969e-01  1.45679274e-05],downdog
164.94906175016217,159.84098118379092,173.04266791179637,169.9814715699572,169.28408314658608,169.91347259461213,76.9512839082515,74.25344933821262,167.75016621750245,157.1275338204374,36.67684760765429,21.95709923928625,[ 5.41245985e-01  8.40864298e-01 -1.24514694e-04],downdog
165.3010425324206,170.03509933253278,162.92223184464467,169.13832398351133,173.6763969774479,172.43451248919123,74.12461541406068,73.90373566442233,161.05719201571162,166.99825483994238,33.29411535872386,21.407329094195862,[-5.93333941e-01  8.04956380e-01 -2.44813145e-04],downdog
156.9290671895256,160.95491239649925,168.1465620530924,163.86396594300845,159.74336754755433,171.82959101789487,25.863181287740694,77.37880775012343,172.84082117505142,156.10007933959758,22.67332706050809,340.2426059956638,[ 0.40715901  0.91335669 -0.00104469],downdog
175.08752168603317,155.0215257532449,126.90649892869696,130.01572476678822,163.74069129881727,164.79087564829013,100.81950862272976,106.19544172455237,147.31943802273466,142.22899841956414,120.61612775962057,36.05620329299611,[-8.83572893e-01  4.68293633e-01 -1.25050511e-04],downdog
177.3764296698994,173.3370191770087,156.09726692927313,156.1810101845588,179.07173669126647,176.8909920589817,97.66047537286332,95.84014411028058,166.67605486318809,161.785677974076,21.192229705267355,17.206702006915947,[ 9.33674843e-01  3.58121857e-01 -1.53863958e-04],downdog
179.0791963982122,176.49033950908557,164.7885913115679,165.59918560262346,126.69856914274408,125.62070764595038,56.106690787073575,54.00289042440386,161.9089510326551,172.83092441819244,71.56956980679291,50.210734755018215,[7.29788825e-01 6.83672628e-01 9.05678250e-05],downdog
137.81072815026738,119.95288798066038,153.553971043092,160.94528076617402,174.23274693411662,175.76247059866162,78.53663803421337,80.95139427604279,163.48165225632016,160.29129366942502,53.00153482526226,32.20404983034207,[4.63639895e-01 8.86023697e-01 2.37124320e-04],downdog
171.806745371041,177.77576864870395,175.8891519113046,179.7528768425452,175.98401466932842,171.5069641681876,82.76018316049817,81.7220955756511,169.84882784772998,177.22974755414856,27.809719512652894,21.93665832254312,[-6.66356296e-01  7.45633411e-01 -3.21797257e-04],downdog
161.6253602824514,157.40226788085545,166.75219060820905,163.38205150675174,175.283360436108,172.20544418556602,71.52319763709609,70.62410796204745,162.33758701778973,169.20342987807473,32.529791842743485,17.033334557010786,[-5.03741594e-01  8.63854386e-01  8.49514384e-05],downdog
161.5045824168546,158.10991090638433,179.14346253810538,178.90537093369375,165.59078958856853,157.3512147832251,83.34928543532406,77.57663442513116,166.89716634254205,150.2208034892119,42.42775977302984,35.84798822779729,[-5.55319125e-01  8.31637337e-01 -9.39047122e-05],downdog
168.34641128076177,179.09952157106088,175.9082012051881,171.09309213019924,168.7741498257883,168.40411136885257,47.56338828019887,43.56676145423645,139.86993638601638,154.47873637275356,723.3327271757316,535.8003711022554,[3.59549836e-01 9.33125883e-01 5.26914336e-05],downdog
171.97299513699838,174.95951025949032,167.42563099935631,169.34296660259602,177.8077062117546,179.877860012892,78.41138206056719,84.81883764022415,155.33121842222573,164.7323964694167,67.19002594733796,26.909249935149752,[-6.94520281e-01  7.19473106e-01 -1.69858712e-04],downdog
141.8547006998561,167.35284670866557,74.12703070257392,94.91838370779922,88.45108956194962,76.66826404627633,100.71865637316988,83.18806794910245,143.6514531811401,141.37175303926938,83.24117931645583,26.24952431716844,[ 9.87285845e-01 -1.58954787e-01 -1.87178437e-04],downdog
176.43590343344786,172.64683709482804,169.84298690327626,169.95771224552973,172.3874783346536,178.05009094391067,83.09601685993259,78.29662116152497,177.78773124816612,157.85318773246098,85.7116158890492,50.22145416696318,[ 6.88844217e-01  7.24909359e-01 -2.57670000e-04],downdog
165.16189139070062,171.19318178738052,177.4547873381741,177.0133409877861,175.90047569033374,174.88427877502357,92.8425412080965,91.34163093035471,165.0239405674229,159.7751345066331,63.78174275650027,34.67081985826583,[ 7.43964491e-01  6.68219153e-01 -6.09282040e-06],downdog
167.73184458683718,171.29003886728012,178.94566549424664,175.34711949495804,179.2161530970988,178.65797042609677,81.01140632173599,79.95482515432963,166.81167340530789,172.73156976690086,50.91452789391518,39.206982795362364,[-5.03971753e-01  8.63720079e-01 -3.12361645e-04],downdog
167.53985375452024,162.6657960301955,171.07520705589442,175.4082602147297,176.09369522751274,178.95369129591805,68.77688111745218,64.45789594096186,176.7860438651907,173.1814992874987,132.43918969946998,44.20543254622674,[3.18175110e-01 9.48031961e-01 3.39204548e-05],downdog
159.39352658718025,165.03308954759518,153.33499531744394,158.86517706183272,119.97599695942152,119.78542246370873,57.97314496784559,57.66270070602196,114.77513789776694,167.07940816076118,52.49838787227385,28.84531779423297,[-6.30330860e-01  7.76326610e-01 -3.46839251e-05],downdog
167.73184458683718,171.29003886728012,178.94566549424664,175.34711949495804,179.2161530970988,178.65797042609677,81.01140632173599,79.95482515432963,166.81167340530789,172.73156976690086,50.91452789391518,39.206982795362364,[-5.03971753e-01  8.63720079e-01 -3.12361645e-04],downdog
164.58415540215637,158.0267580978159,179.5031155560954,176.53983307932597,150.0180791256265,177.37065156473759,84.03962611691689,61.0858389786407,172.18434108420934,167.14179091254994,12.045649658375687,69.26066347170396,[-2.64840781e-01  9.64292076e-01 -3.91998571e-04],downdog
167.53985375452024,162.6657960301955,171.07520705589442,175.4082602147297,176.09369522751274,178.95369129591805,68.77688111745218,64.45789594096186,176.7860438651907,173.1814992874987,132.43918969946998,44.20543254622674,[3.18175110e-01 9.48031961e-01 3.39204548e-05],downdog
168.14313860456232,169.28651058826372,176.31844979498715,167.3608682492181,179.8405039508155,179.73469851653363,75.76509689050897,152.83349800454158,178.56618650423337,164.8842465540297,22.474626677669143,284.62255737215804,[ 4.25090888e-01  9.05150426e-01 -6.66123378e-04],downdog
165.3799932183608,167.02581347715466,176.81714129100268,179.17236919122269,176.51058373810437,176.465962000732,90.09853054834156,88.64815181556766,150.03586176110917,158.5520047967744,9.911033419248888,7.288071793471775,[-5.83206715e-01  8.12323638e-01 -4.84763224e-04],downdog
159.39352658718025,165.03308954759518,153.33499531744394,158.86517706183272,119.97599695942152,119.78542246370873,57.97314496784559,57.66270070602196,114.77513789776694,167.07940816076118,52.49838787227385,28.84531779423297,[-6.30330860e-01  7.76326610e-01 -3.46839251e-05],downdog
153.87237123349027,155.37396630116484,178.01465296632577,171.56100140477258,168.47575790043595,170.74385637121927,67.60892552281453,68.48748452573953,172.22088129101158,170.0001577838918,55.90244124455388,25.614053504811807,[4.54974011e-01 8.90504688e-01 2.23221044e-04],downdog
178.77275762131652,174.92928997584062,178.1184321758941,173.77610924375472,86.18747557583313,55.93714586795449,5.77147937534346,7.613375609143814,134.8020989434609,148.62318595486195,182.0439533789629,79.47955914551217,[ 1.10125431e-02  9.99938916e-01 -9.42832740e-04],downdog
163.20122628206659,159.9105545280269,142.46602849950105,144.08023202224803,165.6461811621177,168.0875153452568,102.67068647331362,99.92304691262244,173.91219981205344,171.92268157479518,168.7161478921519,70.00058511691383,[7.55312068e-01 6.55365291e-01 1.23108867e-04],downdog
